,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Fuel Consumption City MPG,Fuel Consumption Hwy MPG,Carbon emissions per mile(g)
1413,dodge,dart,MID-SIZE,2.0,4.0,M6,Regular Gasoline,9.4,6.5,8.1,35,25.0,36.0,254.0
1414,dodge,dart,MID-SIZE,2.0,4.0,A6,Regular Gasoline,9.9,7.0,8.6,33,24.0,34.0,269.3939393939394
1415,dodge,dart,MID-SIZE,2.0,4.0,A6,Ethanol(E85),13.3,9.3,11.5,25,18.0,25.0,355.6
1416,dodge,dart,MID-SIZE,2.4,4.0,A6,Regular Gasoline,10.1,6.8,8.6,33,23.0,35.0,269.3939393939394
1417,dodge,dart,MID-SIZE,2.4,4.0,M6,Regular Gasoline,10.5,6.7,8.8,32,22.0,35.0,277.8125
1418,dodge,dart,MID-SIZE,2.4,4.0,A6,Regular Gasoline,10.6,7.5,9.2,31,22.0,31.0,286.7741935483871
1419,dodge,dart,MID-SIZE,2.4,4.0,M6,Regular Gasoline,10.2,7.0,8.8,32,23.0,34.0,277.8125
1420,dodge,dart,MID-SIZE,1.4,4.0,AM6,Regular Gasoline,8.4,5.9,7.3,39,28.0,40.0,227.94871794871793
1421,dodge,dart,MID-SIZE,1.4,4.0,M6,Regular Gasoline,8.5,5.8,7.3,39,28.0,41.0,227.94871794871793
1422,dodge,durango,SUV - STANDARD,3.6,6.0,A8,Regular Gasoline,13.9,9.8,12.1,23,17.0,24.0,386.52173913043475
1423,dodge,durango,SUV - STANDARD,3.6,6.0,A8,Ethanol(E85),17.7,13.0,15.6,18,13.0,18.0,493.88888888888886
1424,dodge,durango,SUV - STANDARD,5.7,8.0,A8,Regular Gasoline,17.3,11.5,14.7,19,14.0,20.0,467.89473684210526
1425,dodge,grand,MINIVAN,3.6,6.0,A6,Regular Gasoline,13.7,9.4,11.8,24,17.0,25.0,370.41666666666663
1426,dodge,grand,MINIVAN,3.6,6.0,A6,Ethanol(E85),19.2,13.1,16.4,17,12.0,18.0,522.9411764705882
1427,dodge,journey,SUV - SMALL,2.4,4.0,A4,Regular Gasoline,12.7,9.1,11.1,25,19.0,26.0,355.6
1428,dodge,journey,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,14.2,9.4,12.1,23,17.0,25.0,386.52173913043475
1429,dodge,journey,SUV - SMALL,3.6,6.0,A6,Ethanol(E85),18.9,12.9,16.2,17,12.0,18.0,522.9411764705882
1430,dodge,journey,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,14.5,9.9,12.4,23,16.0,24.0,386.52173913043475
1431,dodge,viper,TWO-SEATER,8.4,10.0,M6,Premium Gasoline,19.4,11.3,15.8,18,12.0,21.0,493.88888888888886
1432,fiat,500,MINICOMPACT,1.4,4.0,A6,Regular Gasoline,8.7,6.9,7.9,36,27.0,34.0,246.94444444444443
1433,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,7.9,6.3,7.2,39,30.0,37.0,227.94871794871793
1434,fiat,500,MINICOMPACT,1.4,4.0,A6,Regular Gasoline,8.7,6.9,7.9,36,27.0,34.0,246.94444444444443
1435,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,7.6,5.9,6.8,42,31.0,40.0,211.66666666666666
1436,fiat,500,MINICOMPACT,1.4,4.0,A6,Regular Gasoline,9.6,7.3,8.6,33,25.0,32.0,269.3939393939394
1437,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,8.5,6.9,7.8,36,28.0,34.0,246.94444444444443
1438,fiat,500,MINICOMPACT,1.4,4.0,A6,Regular Gasoline,9.6,7.3,8.6,33,25.0,32.0,269.3939393939394
1439,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,8.5,6.9,7.8,36,28.0,34.0,246.94444444444443
1440,fiat,500,MINICOMPACT,1.4,4.0,A6,Regular Gasoline,9.6,7.3,8.6,33,25.0,32.0,269.3939393939394
1441,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,8.5,6.9,7.8,36,28.0,34.0,246.94444444444443
1442,fiat,500l,STATION WAGON - SMALL,1.4,4.0,A6,Regular Gasoline,10.6,7.8,9.4,30,22.0,30.0,296.3333333333333
1443,fiat,500l,STATION WAGON - SMALL,1.4,4.0,AM6,Regular Gasoline,9.9,7.2,8.7,32,24.0,33.0,277.8125
1444,fiat,500l,STATION WAGON - SMALL,1.4,4.0,M6,Regular Gasoline,9.3,7.1,8.3,34,25.0,33.0,261.4705882352941
1445,ford,c-max,FULL-SIZE,2.0,4.0,AV,Regular Gasoline,5.6,6.4,6.0,47,42.0,37.0,189.14893617021275
1446,ford,edge,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,11.5,7.8,9.8,29,20.0,30.0,306.55172413793105
1447,ford,edge,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,11.3,7.9,9.8,29,21.0,30.0,306.55172413793105
1448,ford,edge,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,13.2,9.0,11.3,25,18.0,26.0,355.6
1449,ford,edge,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,11.8,8.4,10.3,27,20.0,28.0,329.25925925925924
1450,ford,edge,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,13.7,9.6,11.8,24,17.0,25.0,370.41666666666663
1451,ford,edge,SUV - SMALL,2.7,6.0,AS6,Regular Gasoline,13.6,9.8,11.9,24,17.0,24.0,370.41666666666663
1452,ford,escape,SUV - SMALL,1.6,4.0,AS6,Regular Gasoline,10.4,7.4,9.0,31,23.0,32.0,286.7741935483871
1453,ford,escape,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,10.9,8.0,9.6,29,22.0,29.0,306.55172413793105
1454,ford,escape,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,10.9,7.6,9.5,30,22.0,31.0,296.3333333333333
1455,ford,escape,SUV - SMALL,1.6,4.0,AS6,Regular Gasoline,10.6,8.0,9.4,30,22.0,29.0,296.3333333333333
1456,ford,escape,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,11.4,8.4,10.1,28,21.0,28.0,317.5
1457,ford,expedition,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,16.2,11.8,14.2,20,15.0,20.0,444.5
1458,ford,expedition,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,16.4,12.0,14.4,20,14.0,20.0,444.5
1459,ford,explorer,SUV - STANDARD,2.0,4.0,A6,Regular Gasoline,11.9,8.5,10.4,27,20.0,28.0,329.25925925925924
1460,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.7,9.7,11.9,24,17.0,24.0,370.41666666666663
1461,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Ethanol(E85),18.6,13.0,16.1,18,13.0,18.0,493.88888888888886
1462,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.9,10.7,13.0,22,16.0,22.0,404.0909090909091
1463,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.2,10.3,12.5,23,17.0,23.0,386.52173913043475
1464,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Ethanol(E85),19.2,14.1,16.9,17,12.0,17.0,522.9411764705882
1465,ford,f-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,Regular Gasoline,12.2,9.2,10.8,26,19.0,26.0,341.92307692307696
1466,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.7,9.9,12.0,24,17.0,24.0,370.41666666666663
1467,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,Regular Gasoline,13.2,9.6,11.5,25,18.0,25.0,355.6
1468,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,Ethanol(E85),17.9,13.0,15.7,18,13.0,18.0,493.88888888888886
1469,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Regular Gasoline,15.5,10.6,13.3,21,15.0,22.0,423.3333333333333
1470,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Ethanol(E85),20.7,14.3,17.9,16,11.0,16.0,555.625
1471,ford,f-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,Regular Gasoline,13.3,10.4,12.0,24,18.0,23.0,370.41666666666663
1472,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.2,10.4,12.5,23,17.0,23.0,386.52173913043475
1473,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,Regular Gasoline,13.9,10.5,12.4,23,17.0,22.0,386.52173913043475
1474,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,Ethanol(E85),18.9,14.2,16.8,17,12.0,17.0,522.9411764705882
1475,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Regular Gasoline,16.0,11.3,13.9,20,15.0,21.0,444.5
1476,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Ethanol(E85),21.7,15.1,18.7,15,11.0,16.0,592.6666666666666
1477,ford,fiesta,SUBCOMPACT,1.6,4.0,AS6,Regular Gasoline,8.7,6.4,7.6,37,27.0,37.0,240.2702702702703
1478,ford,fiesta,SUBCOMPACT,1.6,4.0,M5,Regular Gasoline,8.5,6.5,7.6,37,28.0,36.0,240.2702702702703
1479,ford,fiesta,SUBCOMPACT,1.0,3.0,M5,Regular Gasoline,7.5,5.5,6.6,43,31.0,43.0,206.74418604651163
1480,ford,fiesta,SUBCOMPACT,1.6,4.0,AS6,Regular Gasoline,8.4,6.2,7.4,38,28.0,38.0,233.94736842105263
1481,ford,fiesta,SUBCOMPACT,1.6,4.0,M6,Regular Gasoline,8.9,6.8,8.0,35,26.0,35.0,254.0
1482,ford,flex,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.3,9.5,11.6,24,18.0,25.0,370.41666666666663
1483,ford,flex,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.7,10.1,12.1,23,17.0,23.0,386.52173913043475
1484,ford,flex,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.6,10.4,12.8,22,16.0,23.0,404.0909090909091
1485,ford,focus,COMPACT,1.0,3.0,M6,Regular Gasoline,8.1,5.9,7.1,40,29.0,40.0,222.25
1486,ford,focus,COMPACT,2.0,4.0,M6,Regular Gasoline,10.2,7.3,8.9,32,23.0,32.0,277.8125
1487,ford,focus,COMPACT,2.0,4.0,AM6,Regular Gasoline,8.9,6.2,7.7,37,26.0,38.0,240.2702702702703
1488,ford,focus,COMPACT,2.0,4.0,AM6,Ethanol(E85),11.9,8.5,10.4,27,20.0,28.0,329.25925925925924
1489,ford,focus,COMPACT,2.0,4.0,AS6,Regular Gasoline,9.1,6.3,7.8,36,26.0,37.0,246.94444444444443
1490,ford,focus,COMPACT,2.0,4.0,AS6,Ethanol(E85),12.2,8.6,10.6,27,19.0,27.0,329.25925925925924
1491,ford,focus,COMPACT,2.0,4.0,M5,Regular Gasoline,9.3,6.7,8.1,35,25.0,35.0,254.0
1492,ford,focus,COMPACT,2.0,4.0,M5,Ethanol(E85),12.4,9.1,10.9,26,19.0,26.0,341.92307692307696
1493,ford,fusion,MID-SIZE,1.5,4.0,AS6,Regular Gasoline,9.9,6.5,8.4,34,24.0,36.0,261.4705882352941
1494,ford,fusion,MID-SIZE,1.5,4.0,AS6,Regular Gasoline,9.4,6.3,8.0,35,25.0,37.0,254.0
1495,ford,fusion,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,10.5,7.0,8.9,32,22.0,34.0,277.8125
1496,ford,fusion,MID-SIZE,2.5,4.0,AS6,Regular Gasoline,10.6,7.0,8.9,32,22.0,34.0,277.8125
1497,ford,fusion,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,10.8,7.5,9.3,30,22.0,31.0,296.3333333333333
1498,ford,fusion,MID-SIZE,2.0,4.0,AV,Regular Gasoline,5.4,5.8,5.5,51,44.0,41.0,174.31372549019608
1499,ford,mustang,SUBCOMPACT,2.3,4.0,AS6,Regular Gasoline,11.0,7.4,9.4,30,21.0,32.0,296.3333333333333
1500,ford,mustang,SUBCOMPACT,2.3,4.0,M6,Regular Gasoline,10.6,7.5,9.2,31,22.0,31.0,286.7741935483871
1501,ford,mustang,SUBCOMPACT,3.7,6.0,AS6,Regular Gasoline,12.6,8.5,10.7,26,19.0,28.0,341.92307692307696
1502,ford,mustang,SUBCOMPACT,3.7,6.0,M6,Regular Gasoline,13.5,8.3,11.2,25,17.0,28.0,355.6
1503,ford,mustang,SUBCOMPACT,5.0,8.0,AS6,Regular Gasoline,14.9,9.5,12.4,23,16.0,25.0,386.52173913043475
1504,ford,mustang,SUBCOMPACT,5.0,8.0,M6,Regular Gasoline,15.2,9.3,12.5,23,15.0,25.0,386.52173913043475
1505,ford,mustang,SUBCOMPACT,2.3,4.0,AS6,Regular Gasoline,11.6,7.9,9.9,29,20.0,30.0,306.55172413793105
1506,ford,mustang,SUBCOMPACT,5.0,8.0,AS6,Regular Gasoline,15.4,10.0,13.0,22,15.0,24.0,404.0909090909091
1510,ford,taurus,FULL-SIZE,2.0,4.0,AS6,Regular Gasoline,10.5,7.4,9.1,31,22.0,32.0,286.7741935483871
1511,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Regular Gasoline,13.9,9.5,11.9,24,17.0,25.0,370.41666666666663
1512,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Regular Gasoline,12.2,8.2,10.4,27,19.0,29.0,329.25925925925924
1513,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Ethanol(E85),17.4,11.3,14.7,19,14.0,21.0,467.89473684210526
1514,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Regular Gasoline,13.0,9.1,11.3,25,18.0,26.0,355.6
1515,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Ethanol(E85),18.8,12.6,16.0,18,13.0,19.0,493.88888888888886
1516,ford,transit,SPECIAL PURPOSE VEHICLE,1.6,4.0,AS6,Regular Gasoline,10.6,7.9,9.4,30,22.0,30.0,296.3333333333333
1517,ford,transit,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,Regular Gasoline,11.3,8.2,9.9,29,21.0,29.0,306.55172413793105
1518,ford,transit,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,Regular Gasoline,11.7,8.4,10.2,28,20.0,28.0,317.5
1519,ford,transit,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,Regular Gasoline,12.0,8.5,10.4,27,20.0,28.0,329.25925925925924
1520,gmc,acadia,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.2,9.9,12.3,23,17.0,24.0,386.52173913043475
1521,gmc,acadia,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.6,10.2,12.6,22,16.0,23.0,404.0909090909091
1522,gmc,canyon,PICKUP TRUCK - SMALL,2.5,4.0,A6,Regular Gasoline,11.9,8.8,10.5,27,20.0,27.0,329.25925925925924
1523,gmc,canyon,PICKUP TRUCK - SMALL,2.5,4.0,M6,Regular Gasoline,12.2,9.1,10.8,26,19.0,26.0,341.92307692307696
1524,gmc,canyon,PICKUP TRUCK - SMALL,3.6,6.0,A6,Regular Gasoline,13.0,9.2,11.3,25,18.0,26.0,355.6
1525,gmc,canyon,PICKUP TRUCK - SMALL,2.5,4.0,A6,Regular Gasoline,12.7,9.5,11.3,25,19.0,25.0,355.6
1526,gmc,canyon,PICKUP TRUCK - SMALL,3.6,6.0,A6,Regular Gasoline,13.5,9.8,11.8,24,17.0,24.0,370.41666666666663
1535,gmc,sierra,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Regular Gasoline,13.4,9.9,11.9,24,18.0,24.0,370.41666666666663
1536,gmc,sierra,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Ethanol(E85),19.3,14.3,17.1,17,12.0,16.0,522.9411764705882
1537,gmc,sierra,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Regular Gasoline,14.6,10.3,12.7,22,16.0,23.0,404.0909090909091
1538,gmc,sierra,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Ethanol(E85),19.9,13.8,17.2,16,12.0,17.0,555.625
1539,gmc,sierra,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Premium Gasoline,16.1,11.4,14.0,20,15.0,21.0,444.5
1540,gmc,sierra,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Regular Gasoline,14.1,10.6,12.5,23,17.0,22.0,386.52173913043475
1541,gmc,sierra,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Ethanol(E85),20.3,15.2,18.0,16,12.0,15.0,555.625
1542,gmc,sierra,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Regular Gasoline,14.9,10.7,13.0,22,16.0,22.0,404.0909090909091
1543,gmc,sierra,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Ethanol(E85),20.2,14.3,17.5,16,12.0,16.0,555.625
1544,gmc,sierra,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Premium Gasoline,16.3,11.6,14.2,20,14.0,20.0,444.5
1545,gmc,terrain,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,10.5,7.3,9.1,31,22.0,32.0,286.7741935483871
1546,gmc,terrain,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,10.5,7.3,9.1,31,22.0,32.0,286.7741935483871
1547,gmc,terrain,SUV - SMALL,2.4,4.0,A6,Ethanol(E85),15.6,10.8,13.4,21,15.0,22.0,423.3333333333333
1548,gmc,terrain,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,14.2,9.5,12.1,23,17.0,25.0,386.52173913043475
1549,gmc,terrain,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,11.5,8.2,10.0,28,20.0,29.0,317.5
1550,gmc,terrain,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,14.8,9.9,12.6,22,16.0,24.0,404.0909090909091
1551,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,14.9,10.1,12.7,22,16.0,23.0,404.0909090909091
1552,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),20.2,13.6,17.2,16,12.0,17.0,555.625
1553,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,15.1,10.4,13.0,22,16.0,23.0,404.0909090909091
1554,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),20.5,14.0,17.6,16,11.0,17.0,555.625
1555,gmc,yukon,SUV - STANDARD,6.2,8.0,A6,Premium Gasoline,16.2,11.4,14.0,20,15.0,21.0,444.5
1556,gmc,yukon,SUV - STANDARD,6.2,8.0,A8,Premium Gasoline,15.9,11.1,13.8,20,15.0,21.0,444.5
1557,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,14.9,10.1,12.7,22,16.0,23.0,404.0909090909091
1558,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),20.2,13.6,17.2,16,12.0,17.0,555.625
1559,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,15.4,10.8,13.3,21,15.0,22.0,423.3333333333333
1560,gmc,yukon,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),22.1,15.4,19.1,15,11.0,15.0,592.6666666666666
1561,gmc,yukon,SUV - STANDARD,6.2,8.0,A6,Premium Gasoline,16.8,11.7,14.5,19,14.0,20.0,467.89473684210526
1562,gmc,yukon,SUV - STANDARD,6.2,8.0,A8,Premium Gasoline,16.4,11.7,14.3,20,14.0,20.0,444.5
1563,honda,accord,MID-SIZE,2.4,4.0,AV,Regular Gasoline,8.8,6.5,7.8,36,27.0,36.0,246.94444444444443
1564,honda,accord,MID-SIZE,2.4,4.0,AV7,Regular Gasoline,9.0,6.7,8.0,35,26.0,35.0,254.0
1565,honda,accord,MID-SIZE,2.4,4.0,M6,Regular Gasoline,10.1,6.9,8.7,32,23.0,34.0,277.8125
1566,honda,accord,MID-SIZE,3.5,6.0,A6,Regular Gasoline,11.0,6.8,9.1,31,21.0,35.0,286.7741935483871
1567,honda,accord,MID-SIZE,3.5,6.0,AS6,Regular Gasoline,11.4,7.3,9.5,30,21.0,32.0,296.3333333333333
1568,honda,accord,MID-SIZE,3.5,6.0,M6,Regular Gasoline,13.0,8.4,10.9,26,18.0,28.0,341.92307692307696
1569,honda,accord,MID-SIZE,2.0,4.0,AV,Regular Gasoline,4.7,5.3,5.0,56,50.0,44.0,158.75
1570,honda,civic,COMPACT,1.8,4.0,AV,Regular Gasoline,7.9,6.1,7.1,40,30.0,39.0,222.25
1571,honda,civic,COMPACT,1.8,4.0,AV7,Regular Gasoline,8.1,6.2,7.2,39,29.0,38.0,227.94871794871793
1572,honda,civic,COMPACT,1.8,4.0,M5,Regular Gasoline,8.6,6.6,7.7,37,27.0,36.0,240.2702702702703
1573,honda,civic,COMPACT,2.4,4.0,M6,Premium Gasoline,10.8,7.6,9.4,30,22.0,31.0,296.3333333333333
1574,honda,civic,COMPACT,1.5,4.0,AV,Regular Gasoline,5.3,5.0,5.2,54,44.0,47.0,164.62962962962962
1575,honda,cr-v,SUV - SMALL,2.4,4.0,AV,Regular Gasoline,8.6,6.9,7.8,36,27.0,34.0,246.94444444444443
1576,honda,cr-v,SUV - SMALL,2.4,4.0,AV,Regular Gasoline,9.1,7.2,8.3,34,26.0,33.0,261.4705882352941
1577,honda,cr-z,TWO-SEATER,1.5,4.0,AV7,Regular Gasoline,6.6,6.0,6.3,45,36.0,39.0,197.55555555555557
1578,honda,cr-z,TWO-SEATER,1.5,4.0,M6,Regular Gasoline,7.6,6.1,6.9,41,31.0,39.0,216.82926829268294
1579,honda,fit,STATION WAGON - SMALL,1.5,4.0,AV,Regular Gasoline,7.0,5.7,6.4,44,34.0,41.0,202.04545454545456
1580,honda,fit,STATION WAGON - SMALL,1.5,4.0,AV7,Regular Gasoline,7.3,6.1,6.8,42,32.0,39.0,211.66666666666666
1581,honda,fit,STATION WAGON - SMALL,1.5,4.0,M6,Regular Gasoline,8.1,6.4,7.3,39,29.0,37.0,227.94871794871793
1582,honda,odyssey,MINIVAN,3.5,6.0,A6,Regular Gasoline,12.3,8.5,10.6,27,19.0,28.0,329.25925925925924
1583,honda,pilot,SUV - SMALL,3.5,6.0,A5,Regular Gasoline,13.3,9.3,11.5,25,18.0,25.0,355.6
1584,honda,pilot,SUV - SMALL,3.5,6.0,A5,Regular Gasoline,13.8,9.7,12.0,24,17.0,24.0,370.41666666666663
1585,hyundai,accent,COMPACT,1.6,4.0,AS6,Regular Gasoline,8.9,6.3,7.7,37,26.0,37.0,240.2702702702703
1586,hyundai,accent,COMPACT,1.6,4.0,M6,Regular Gasoline,8.7,6.3,7.6,37,27.0,37.0,240.2702702702703
1587,hyundai,elantra,MID-SIZE,1.8,4.0,AS6,Regular Gasoline,8.5,6.3,7.5,38,28.0,37.0,233.94736842105263
1588,hyundai,elantra,MID-SIZE,1.8,4.0,M6,Regular Gasoline,8.8,6.4,7.7,37,27.0,37.0,240.2702702702703
1589,hyundai,elantra,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,9.7,6.7,8.3,34,24.0,35.0,261.4705882352941
1590,hyundai,elantra,MID-SIZE,2.0,4.0,M6,Regular Gasoline,9.8,7.0,8.5,33,24.0,34.0,269.3939393939394
1591,hyundai,elantra,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,9.6,6.8,8.3,34,25.0,35.0,261.4705882352941
1592,hyundai,elantra,MID-SIZE,2.0,4.0,M6,Regular Gasoline,9.7,6.7,8.3,34,24.0,35.0,261.4705882352941
1593,hyundai,elantra,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,9.7,7.2,8.6,33,24.0,33.0,269.3939393939394
1594,hyundai,elantra,MID-SIZE,2.0,4.0,M6,Regular Gasoline,9.8,6.9,8.5,33,24.0,34.0,269.3939393939394
1595,hyundai,equus,FULL-SIZE,5.0,8.0,AS8,Premium Gasoline,15.8,10.2,13.3,21,15.0,23.0,423.3333333333333
1596,hyundai,genesis,FULL-SIZE,3.8,6.0,AS8,Regular Gasoline,14.4,9.4,12.1,23,16.0,25.0,386.52173913043475
1597,hyundai,genesis,FULL-SIZE,5.0,8.0,AS8,Premium Gasoline,17.3,10.5,14.2,20,14.0,22.0,444.5
1598,hyundai,genesis,SUBCOMPACT,3.8,6.0,AS8,Premium Gasoline,14.6,9.6,12.3,23,16.0,25.0,386.52173913043475
1599,hyundai,genesis,SUBCOMPACT,3.8,6.0,M6,Premium Gasoline,14.4,9.9,12.4,23,16.0,24.0,386.52173913043475
1600,hyundai,santa,SUV - SMALL,3.3,6.0,AS6,Regular Gasoline,12.9,9.4,11.3,25,18.0,25.0,355.6
1601,hyundai,santa,SUV - SMALL,3.3,6.0,AS6,Regular Gasoline,13.0,9.7,11.5,25,18.0,24.0,355.6
1602,hyundai,santa,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,11.7,8.7,10.3,27,20.0,27.0,329.25925925925924
1603,hyundai,santa,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,12.9,9.8,11.5,25,18.0,24.0,355.6
1604,hyundai,santa,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,12.5,9.3,11.1,25,19.0,25.0,355.6
1605,hyundai,santa,SUV - SMALL,3.3,6.0,AS6,Regular Gasoline,13.9,10.8,12.5,23,17.0,22.0,386.52173913043475
1606,hyundai,sonata,FULL-SIZE,2.0,4.0,AS6,Regular Gasoline,10.4,7.4,9.1,31,23.0,32.0,286.7741935483871
1607,hyundai,sonata,FULL-SIZE,2.4,4.0,AS6,Regular Gasoline,9.8,6.7,8.4,34,24.0,35.0,261.4705882352941
1608,hyundai,sonata,FULL-SIZE,2.4,4.0,AS6,Regular Gasoline,9.8,6.7,8.4,34,24.0,35.0,261.4705882352941
1609,hyundai,sonata,MID-SIZE,2.4,4.0,AS6,Regular Gasoline,6.6,5.9,6.3,45,36.0,40.0,197.55555555555557
1610,hyundai,sonata,MID-SIZE,2.4,4.0,AS6,Regular Gasoline,6.6,5.9,6.3,45,36.0,40.0,197.55555555555557
1611,hyundai,tucson,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,10.2,8.2,9.3,30,23.0,29.0,296.3333333333333
1612,hyundai,tucson,SUV - SMALL,2.0,4.0,M6,Regular Gasoline,11.4,8.5,10.1,28,21.0,28.0,317.5
1613,hyundai,tucson,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,11.3,8.3,10.0,28,21.0,28.0,317.5
1614,hyundai,tucson,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,11.4,9.3,10.4,27,21.0,25.0,329.25925925925924
1615,hyundai,tucson,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,11.6,9.3,10.6,27,20.0,25.0,329.25925925925924
1616,hyundai,veloster,COMPACT,1.6,4.0,AM6,Regular Gasoline,8.6,6.6,7.7,37,27.0,36.0,240.2702702702703
1617,hyundai,veloster,COMPACT,1.6,4.0,M6,Regular Gasoline,9.0,6.7,8.0,35,26.0,35.0,254.0
1618,hyundai,veloster,COMPACT,1.6,4.0,AS6,Regular Gasoline,9.9,7.6,8.8,32,24.0,31.0,277.8125
1619,hyundai,veloster,COMPACT,1.6,4.0,M6,Regular Gasoline,9.7,7.0,8.5,33,24.0,34.0,269.3939393939394
1620,infiniti,q50,MID-SIZE,3.7,6.0,AS7,Premium Gasoline,12.0,8.1,10.3,27,20.0,29.0,329.25925925925924
1621,infiniti,q50,MID-SIZE,3.7,6.0,AS7,Premium Gasoline,12.5,8.7,10.8,26,19.0,27.0,341.92307692307696
