,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Fuel Consumption City MPG,Fuel Consumption Hwy MPG,Carbon emissions per mile(g)
1622,infiniti,q50,COMPACT,3.5,6.0,AS7,Premium Gasoline,8.2,6.7,7.5,38,29.0,35.0,233.94736842105263
1623,infiniti,q50,COMPACT,3.5,6.0,AS7,Premium Gasoline,8.7,7.5,8.2,34,27.0,31.0,261.4705882352941
1624,infiniti,q60,SUBCOMPACT,3.7,6.0,AS7,Premium Gasoline,12.4,8.7,10.7,26,19.0,27.0,341.92307692307696
1625,infiniti,q60,SUBCOMPACT,3.7,6.0,M6,Premium Gasoline,13.6,9.3,11.6,24,17.0,25.0,370.41666666666663
1626,infiniti,q60,SUBCOMPACT,3.7,6.0,AS7,Premium Gasoline,13.3,9.4,11.5,25,18.0,25.0,355.6
1627,infiniti,q60,SUBCOMPACT,3.7,6.0,AS7,Premium Gasoline,13.6,9.3,11.7,24,17.0,25.0,370.41666666666663
1628,infiniti,q60,SUBCOMPACT,3.7,6.0,M6,Premium Gasoline,14.3,9.8,12.3,23,16.0,24.0,386.52173913043475
1629,infiniti,q70,MID-SIZE,3.7,6.0,AS7,Premium Gasoline,12.8,8.9,11.0,26,18.0,26.0,341.92307692307696
1630,infiniti,q70,MID-SIZE,5.6,8.0,AS7,Premium Gasoline,14.8,9.5,12.4,23,16.0,25.0,386.52173913043475
1631,infiniti,q70,MID-SIZE,3.7,6.0,AS7,Premium Gasoline,13.2,9.6,11.6,24,18.0,25.0,370.41666666666663
1632,infiniti,q70,MID-SIZE,5.6,8.0,AS7,Premium Gasoline,15.0,10.2,12.9,22,16.0,23.0,404.0909090909091
1633,infiniti,q70,MID-SIZE,3.5,6.0,AS7,Premium Gasoline,8.0,6.9,7.5,38,29.0,34.0,233.94736842105263
1634,infiniti,qx50,STATION WAGON - SMALL,3.7,6.0,AS7,Premium Gasoline,13.7,9.7,11.9,24,17.0,24.0,370.41666666666663
1635,infiniti,qx60,SUV - SMALL,3.5,6.0,AV7,Premium Gasoline,11.4,8.5,10.1,28,21.0,28.0,317.5
1636,infiniti,qx60,SUV - SMALL,3.5,6.0,AV7,Premium Gasoline,12.2,8.9,10.7,26,19.0,26.0,341.92307692307696
1637,infiniti,qx60,SUV - STANDARD,2.5,4.0,AV7,Regular Gasoline,8.9,8.4,8.7,32,26.0,28.0,277.8125
1638,infiniti,qx70,SUV - SMALL,3.7,6.0,AS7,Premium Gasoline,14.6,10.7,12.8,22,16.0,22.0,404.0909090909091
1639,infiniti,qx80,SUV - STANDARD,5.6,8.0,AS7,Premium Gasoline,16.9,11.9,14.7,19,14.0,20.0,467.89473684210526
1640,jaguar,f-type,TWO-SEATER,3.0,6.0,AS8,Premium Gasoline,11.8,8.4,10.3,27,20.0,28.0,329.25925925925924
1641,jaguar,f-type,TWO-SEATER,3.0,6.0,AS8,Premium Gasoline,11.8,8.4,10.3,27,20.0,28.0,329.25925925925924
1642,jaguar,f-type,TWO-SEATER,3.0,6.0,AS8,Premium Gasoline,12.2,8.7,10.6,27,19.0,27.0,329.25925925925924
1643,jaguar,f-type,TWO-SEATER,3.0,6.0,AS8,Premium Gasoline,12.2,8.7,10.6,27,19.0,27.0,329.25925925925924
1644,jaguar,f-type,TWO-SEATER,5.0,8.0,AS8,Premium Gasoline,15.0,10.2,12.8,22,16.0,23.0,404.0909090909091
1645,jaguar,f-type,TWO-SEATER,5.0,8.0,AS8,Premium Gasoline,15.0,10.2,12.8,22,16.0,23.0,404.0909090909091
1646,jaguar,xf,MID-SIZE,2.0,4.0,AS8,Premium Gasoline,12.3,8.2,10.5,27,19.0,29.0,329.25925925925924
1647,jaguar,xf,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,13.9,8.8,11.6,24,17.0,27.0,370.41666666666663
1648,jaguar,xfr,MID-SIZE,5.0,8.0,AS8,Premium Gasoline,15.7,10.3,13.2,21,15.0,23.0,423.3333333333333
1649,jaguar,xfr,MID-SIZE,5.0,8.0,AS8,Ethanol(E85),21.3,14.1,18.1,16,11.0,17.0,555.625
1650,jaguar,xfr-s,MID-SIZE,5.0,8.0,AS8,Premium Gasoline,15.7,10.3,13.2,21,15.0,23.0,423.3333333333333
1651,jaguar,xj,FULL-SIZE,3.0,6.0,AS8,Premium Gasoline,14.6,9.6,12.4,23,16.0,25.0,386.52173913043475
1652,jaguar,xj,FULL-SIZE,5.0,8.0,AS8,Premium Gasoline,15.8,10.2,13.3,21,15.0,23.0,423.3333333333333
1653,jaguar,xj,FULL-SIZE,5.0,8.0,AS8,Ethanol(E85),20.6,13.6,17.5,16,11.0,17.0,555.625
1654,jaguar,xjl,FULL-SIZE,3.0,6.0,AS8,Premium Gasoline,14.7,9.6,12.5,23,16.0,25.0,386.52173913043475
1655,jaguar,xjl,FULL-SIZE,5.0,8.0,AS8,Premium Gasoline,15.8,10.2,13.3,21,15.0,23.0,423.3333333333333
1656,jaguar,xjl,FULL-SIZE,5.0,8.0,AS8,Ethanol(E85),20.6,13.6,17.5,16,11.0,17.0,555.625
1657,jaguar,xjr,FULL-SIZE,5.0,8.0,AS8,Premium Gasoline,15.8,10.2,13.3,21,15.0,23.0,423.3333333333333
1658,jaguar,xjr,FULL-SIZE,5.0,8.0,AS8,Premium Gasoline,15.8,10.2,13.3,21,15.0,23.0,423.3333333333333
1659,jaguar,xkr,MINICOMPACT,5.0,8.0,AS6,Premium Gasoline,15.9,10.9,13.6,21,15.0,22.0,423.3333333333333
1660,jaguar,xkr,MINICOMPACT,5.0,8.0,AS6,Premium Gasoline,15.6,10.9,13.4,21,15.0,22.0,423.3333333333333
1661,jaguar,xkr-s,MINICOMPACT,5.0,8.0,AS6,Premium Gasoline,15.9,10.9,13.6,21,15.0,22.0,423.3333333333333
1662,jaguar,xkr-s,MINICOMPACT,5.0,8.0,AS6,Premium Gasoline,15.6,10.9,13.4,21,15.0,22.0,423.3333333333333
1663,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,10.9,7.7,9.5,30,22.0,31.0,296.3333333333333
1664,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,10.9,7.7,9.5,30,22.0,31.0,296.3333333333333
1665,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Ethanol(E85),15.2,10.2,12.9,22,15.0,23.0,404.0909090909091
1666,jeep,cherokee,SUV - SMALL,3.2,6.0,A9,Regular Gasoline,11.4,8.1,9.9,29,21.0,29.0,306.55172413793105
1667,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,11.3,8.3,10.0,28,21.0,28.0,317.5
1668,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,11.3,8.3,10.0,28,21.0,28.0,317.5
1669,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Ethanol(E85),15.9,11.0,13.7,21,15.0,21.0,423.3333333333333
1670,jeep,cherokee,SUV - SMALL,3.2,6.0,A9,Regular Gasoline,11.6,8.5,10.2,28,20.0,28.0,317.5
1671,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,11.4,8.6,10.1,28,21.0,27.0,317.5
1672,jeep,cherokee,SUV - SMALL,3.2,6.0,A9,Regular Gasoline,12.6,8.9,10.9,26,19.0,26.0,341.92307692307696
1673,jeep,cherokee,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,12.1,9.4,10.9,26,19.0,25.0,341.92307692307696
1674,jeep,cherokee,SUV - SMALL,3.2,6.0,A9,Regular Gasoline,12.2,9.0,10.8,26,19.0,26.0,341.92307692307696
1675,jeep,compass,SUV - SMALL,2.0,4.0,AV,Regular Gasoline,10.7,8.8,9.9,29,22.0,27.0,306.55172413793105
1676,jeep,compass,SUV - SMALL,2.0,4.0,M5,Regular Gasoline,10.2,7.8,9.2,31,23.0,30.0,286.7741935483871
1677,jeep,compass,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,11.2,8.6,10.0,28,21.0,27.0,317.5
1678,jeep,compass,SUV - SMALL,2.4,4.0,M5,Regular Gasoline,10.2,8.2,9.3,30,23.0,29.0,296.3333333333333
1679,jeep,compass,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,11.4,8.7,10.2,28,21.0,27.0,317.5
1680,jeep,compass,SUV - SMALL,2.4,4.0,M5,Regular Gasoline,10.6,8.6,9.7,29,22.0,27.0,306.55172413793105
1681,jeep,compass,SUV - SMALL,2.4,4.0,AV,Regular Gasoline,11.7,10.3,11.1,25,20.0,23.0,355.6
1682,jeep,grand,SUV - STANDARD,3.0,6.0,A8,Diesel,11.2,8.4,9.9,29,21.0,28.0,351.0344827586207
1683,jeep,grand,SUV - STANDARD,3.6,6.0,A8,Regular Gasoline,13.9,9.8,12.1,23,17.0,24.0,386.52173913043475
1684,jeep,grand,SUV - STANDARD,3.6,6.0,A8,Ethanol(E85),17.7,13.0,15.6,18,13.0,18.0,493.88888888888886
1685,jeep,grand,SUV - STANDARD,5.7,8.0,A8,Regular Gasoline,17.3,11.5,14.7,19,14.0,20.0,467.89473684210526
1686,jeep,grand,SUV - STANDARD,6.4,8.0,A8,Premium Gasoline,18.5,12.6,15.8,18,13.0,19.0,493.88888888888886
1687,jeep,patriot,SUV - SMALL,2.0,4.0,AV,Regular Gasoline,10.7,8.8,9.9,29,22.0,27.0,306.55172413793105
1688,jeep,patriot,SUV - SMALL,2.0,4.0,M5,Regular Gasoline,10.2,7.8,9.2,31,23.0,30.0,286.7741935483871
1689,jeep,patriot,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,11.2,8.6,10.0,28,21.0,27.0,317.5
1690,jeep,patriot,SUV - SMALL,2.4,4.0,M5,Regular Gasoline,10.2,8.2,9.3,30,23.0,29.0,296.3333333333333
1691,jeep,patriot,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,11.4,8.7,10.2,28,21.0,27.0,317.5
1692,jeep,patriot,SUV - SMALL,2.4,4.0,M5,Regular Gasoline,10.6,8.6,9.7,29,22.0,27.0,306.55172413793105
1693,jeep,patriot,SUV - SMALL,2.4,4.0,AV,Regular Gasoline,11.7,10.3,11.1,25,20.0,23.0,355.6
1694,jeep,renegade,SUV - SMALL,1.4,4.0,M6,Regular Gasoline,9.9,7.5,8.8,32,24.0,31.0,277.8125
1695,jeep,renegade,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,10.8,7.7,9.4,30,22.0,31.0,296.3333333333333
1696,jeep,renegade,SUV - SMALL,2.4,4.0,A9,Ethanol(E85),14.2,9.9,12.2,23,17.0,24.0,386.52173913043475
1697,jeep,renegade,SUV - SMALL,1.4,4.0,M6,Regular Gasoline,9.9,7.5,8.8,32,24.0,31.0,277.8125
1698,jeep,renegade,SUV - SMALL,2.4,4.0,A9,Regular Gasoline,11.2,8.0,9.8,29,21.0,29.0,306.55172413793105
1699,jeep,wrangler,SUV - SMALL,3.6,6.0,A5,Regular Gasoline,14.1,11.1,12.8,22,17.0,21.0,404.0909090909091
1700,jeep,wrangler,SUV - SMALL,3.6,6.0,M6,Regular Gasoline,14.2,11.0,12.8,22,17.0,21.0,404.0909090909091
1701,jeep,wrangler,SUV - SMALL,3.6,6.0,A5,Regular Gasoline,14.8,11.7,13.4,21,16.0,20.0,423.3333333333333
1702,jeep,wrangler,SUV - SMALL,3.6,6.0,M6,Regular Gasoline,15.0,11.4,13.4,21,16.0,21.0,423.3333333333333
1703,kia,cadenza,FULL-SIZE,3.3,6.0,AS6,Regular Gasoline,12.7,8.4,10.7,26,19.0,28.0,341.92307692307696
1704,kia,forte,MID-SIZE,1.8,4.0,AS6,Regular Gasoline,8.8,6.1,7.6,37,27.0,39.0,240.2702702702703
1705,kia,forte,MID-SIZE,1.8,4.0,M6,Regular Gasoline,9.3,6.3,7.9,36,25.0,37.0,246.94444444444443
1706,kia,forte,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,9.7,6.7,8.3,34,24.0,35.0,261.4705882352941
1707,kia,forte,MID-SIZE,2.0,4.0,M6,Regular Gasoline,9.8,6.9,8.5,33,24.0,34.0,269.3939393939394
1708,kia,forte,FULL-SIZE,1.6,4.0,AS6,Regular Gasoline,11.1,8.0,9.7,29,21.0,29.0,306.55172413793105
1709,kia,forte,FULL-SIZE,1.6,4.0,M6,Regular Gasoline,11.1,8.2,9.8,29,21.0,29.0,306.55172413793105
1710,kia,forte,FULL-SIZE,2.0,4.0,AS6,Regular Gasoline,9.5,7.2,8.5,33,25.0,33.0,269.3939393939394
1711,kia,forte,FULL-SIZE,2.0,4.0,M6,Regular Gasoline,9.7,6.9,8.4,34,24.0,34.0,261.4705882352941
1712,kia,forte,COMPACT,1.6,4.0,AS6,Regular Gasoline,10.6,7.8,9.4,30,22.0,30.0,296.3333333333333
1713,kia,forte,COMPACT,1.6,4.0,M6,Regular Gasoline,10.8,8.1,9.6,29,22.0,29.0,306.55172413793105
1714,kia,forte,COMPACT,2.0,4.0,AS6,Regular Gasoline,9.7,7.1,8.6,33,24.0,33.0,269.3939393939394
1715,kia,forte,COMPACT,2.0,4.0,M6,Regular Gasoline,10.0,7.4,8.8,32,24.0,32.0,277.8125
1716,kia,k900,FULL-SIZE,3.8,6.0,AS8,Regular Gasoline,13.3,8.9,11.3,25,18.0,26.0,355.6
1717,kia,k900,FULL-SIZE,5.0,8.0,AS8,Premium Gasoline,15.7,10.3,13.3,21,15.0,23.0,423.3333333333333
1718,kia,optima,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,11.7,7.7,9.9,29,20.0,31.0,306.55172413793105
1719,kia,optima,MID-SIZE,2.4,4.0,AS6,Regular Gasoline,10.2,6.9,8.7,32,23.0,34.0,277.8125
1720,kia,optima,MID-SIZE,2.4,4.0,AS6,Regular Gasoline,6.6,5.9,6.3,45,36.0,40.0,197.55555555555557
1721,kia,optima,MID-SIZE,2.4,4.0,AS6,Regular Gasoline,6.7,6.1,6.4,44,35.0,39.0,202.04545454545456
1722,kia,rio,COMPACT,1.6,4.0,AS6,Regular Gasoline,8.8,6.3,7.7,37,27.0,37.0,240.2702702702703
1723,kia,rio,COMPACT,1.6,4.0,M6,Regular Gasoline,8.7,6.4,7.7,37,27.0,37.0,240.2702702702703
1724,kia,rio,COMPACT,1.6,4.0,AS6,Regular Gasoline,8.5,6.3,7.6,37,28.0,37.0,240.2702702702703
1725,kia,rondo,STATION WAGON - MID-SIZE,2.0,4.0,AS6,Regular Gasoline,10.6,7.6,9.3,30,22.0,31.0,296.3333333333333
1726,kia,rondo,STATION WAGON - MID-SIZE,2.0,4.0,M6,Regular Gasoline,10.8,7.4,9.3,30,22.0,32.0,296.3333333333333
1727,kia,sedona,MINIVAN,3.3,6.0,AS6,Regular Gasoline,13.2,9.7,11.6,24,18.0,24.0,370.41666666666663
1728,kia,sedona,MINIVAN,3.3,6.0,AS6,Regular Gasoline,12.9,9.5,11.4,25,18.0,25.0,355.6
1729,kia,sedona,MINIVAN,3.3,6.0,AS6,Regular Gasoline,14.2,10.5,12.5,23,17.0,22.0,386.52173913043475
1730,kia,sorento,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,11.8,8.7,10.4,27,20.0,27.0,329.25925925925924
1731,kia,sorento,SUV - SMALL,3.3,6.0,AS6,Regular Gasoline,12.7,9.0,11.1,25,19.0,26.0,355.6
1732,kia,sorento,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,12.2,9.4,10.9,26,19.0,25.0,341.92307692307696
1733,kia,sorento,SUV - SMALL,3.3,6.0,AS6,Regular Gasoline,13.4,10.0,11.8,24,18.0,24.0,370.41666666666663
1734,kia,soul,STATION WAGON - SMALL,1.6,4.0,AS6,Regular Gasoline,9.8,7.8,8.9,32,24.0,30.0,277.8125
1735,kia,soul,STATION WAGON - SMALL,1.6,4.0,M6,Regular Gasoline,9.9,7.8,9.0,31,24.0,30.0,286.7741935483871
1736,kia,soul,STATION WAGON - SMALL,2.0,4.0,AS6,Regular Gasoline,10.1,7.7,9.0,31,23.0,31.0,286.7741935483871
1737,kia,soul,STATION WAGON - SMALL,2.0,4.0,AS6,Regular Gasoline,9.7,7.7,8.8,32,24.0,31.0,277.8125
1738,kia,sportage,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,11.4,8.3,10.0,28,21.0,28.0,317.5
1739,kia,sportage,SUV - SMALL,2.4,4.0,M6,Regular Gasoline,12.9,9.2,11.3,25,18.0,26.0,355.6
1740,kia,sportage,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,12.6,9.7,11.3,25,19.0,24.0,355.6
1741,kia,sportage,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,12.0,9.1,10.7,26,20.0,26.0,341.92307692307696
1742,lamborghini,aventador,TWO-SEATER,6.5,12.0,AM7,Premium Gasoline,22.2,12.7,17.9,16,11.0,19.0,555.625
1743,lamborghini,aventador,TWO-SEATER,6.5,12.0,AM7,Premium Gasoline,24.0,14.5,19.7,14,10.0,16.0,635.0
1744,lamborghini,huracan,TWO-SEATER,5.2,10.0,AM7,Premium Gasoline,16.8,11.7,14.5,19,14.0,20.0,467.89473684210526
1745,lamborghini,veneno,TWO-SEATER,6.5,12.0,AM7,Premium Gasoline,22.1,13.9,18.4,15,11.0,17.0,592.6666666666666
1746,land rover,lr2,SUV - SMALL,2.0,4.0,AS6,Premium Gasoline,13.5,9.9,11.9,24,17.0,24.0,370.41666666666663
1747,land rover,lr4,SUV - STANDARD,3.0,6.0,AS8,Premium Gasoline,16.2,12.1,14.3,20,15.0,19.0,444.5
1748,land rover,range,SUV - STANDARD,3.0,6.0,AS8,Premium Gasoline,13.9,10.4,12.3,23,17.0,23.0,386.52173913043475
1749,land rover,range,SUV - STANDARD,5.0,8.0,AS8,Premium Gasoline,17.2,12.5,15.1,19,14.0,19.0,467.89473684210526
1750,land rover,range,SUV - STANDARD,5.0,8.0,AS8,Ethanol(E85),25.0,16.9,21.4,13,9.0,14.0,683.8461538461539
1751,land rover,range,SUV - STANDARD,5.0,8.0,AS8,Premium Gasoline,17.2,12.5,15.1,19,14.0,19.0,467.89473684210526
1752,land rover,range,SUV - STANDARD,5.0,8.0,AS8,Ethanol(E85),25.0,16.9,21.4,13,9.0,14.0,683.8461538461539
1753,land rover,range,SUV - SMALL,2.0,4.0,AS9,Premium Gasoline,11.3,7.9,9.7,29,21.0,30.0,306.55172413793105
1754,land rover,range,SUV - SMALL,2.0,4.0,AS9,Premium Gasoline,11.3,7.9,9.7,29,21.0,30.0,306.55172413793105
1755,land rover,range,SUV - STANDARD,3.0,6.0,AS8,Premium Gasoline,14.0,10.5,12.4,23,17.0,22.0,386.52173913043475
1756,land rover,range,SUV - STANDARD,5.0,8.0,AS8,Premium Gasoline,16.6,12.3,14.7,19,14.0,19.0,467.89473684210526
1757,land rover,range,SUV - STANDARD,5.0,8.0,AS8,Ethanol(E85),24.0,16.6,20.7,14,10.0,14.0,635.0
1758,lexus,ct,COMPACT,1.8,4.0,AV,Regular Gasoline,5.5,5.9,5.7,50,43.0,40.0,177.8
1759,lexus,es,MID-SIZE,2.5,4.0,AV6,Regular Gasoline,5.8,6.1,5.9,48,41.0,39.0,185.20833333333331
1760,lexus,es,MID-SIZE,3.5,6.0,AS6,Regular Gasoline,11.3,7.5,9.6,29,21.0,31.0,306.55172413793105
1761,lexus,gs,MID-SIZE,3.5,6.0,AS8,Premium Gasoline,12.3,8.5,10.6,27,19.0,28.0,329.25925925925924
1762,lexus,gs,MID-SIZE,3.5,6.0,AS6,Premium Gasoline,12.6,9.1,11.0,26,19.0,26.0,341.92307692307696
1763,lexus,gs,MID-SIZE,3.5,6.0,AV8,Premium Gasoline,8.0,6.9,7.5,38,29.0,34.0,233.94736842105263
1764,lexus,gx,SUV - STANDARD,4.6,8.0,AS6,Premium Gasoline,15.7,11.7,13.9,20,15.0,20.0,444.5
1765,lexus,is,COMPACT,2.5,6.0,AS6,Premium Gasoline,11.1,7.8,9.6,29,21.0,30.0,306.55172413793105
1766,lexus,is,COMPACT,2.5,6.0,AS6,Premium Gasoline,11.8,8.7,10.4,27,20.0,27.0,329.25925925925924
1767,lexus,is,SUBCOMPACT,2.5,6.0,AS6,Premium Gasoline,11.2,7.8,9.6,29,21.0,30.0,306.55172413793105
1768,lexus,is,COMPACT,3.5,6.0,AS8,Premium Gasoline,12.3,8.5,10.6,27,19.0,28.0,329.25925925925924
1769,lexus,is,COMPACT,3.5,6.0,AS6,Premium Gasoline,12.6,9.1,11.0,26,19.0,26.0,341.92307692307696
1770,lexus,is,SUBCOMPACT,3.5,6.0,AS6,Premium Gasoline,12.2,8.7,10.6,27,19.0,27.0,329.25925925925924
1771,lexus,ls,MID-SIZE,4.6,8.0,AS8,Premium Gasoline,14.4,9.6,12.3,23,16.0,25.0,386.52173913043475
1772,lexus,ls,MID-SIZE,4.6,8.0,AS8,Premium Gasoline,15.2,10.2,12.9,22,15.0,23.0,404.0909090909091
1773,lexus,ls,MID-SIZE,4.6,8.0,AS8,Premium Gasoline,15.2,10.2,12.9,22,15.0,23.0,404.0909090909091
1774,lexus,ls,MID-SIZE,5.0,8.0,AV8,Premium Gasoline,12.7,10.1,11.5,25,19.0,23.0,355.6
1775,lexus,lx,SUV - STANDARD,5.7,8.0,AS6,Premium Gasoline,19.0,13.6,16.6,17,12.0,17.0,522.9411764705882
1776,lexus,nx,SUV - SMALL,2.0,4.0,AS6,Premium Gasoline,10.6,8.4,9.6,29,22.0,28.0,306.55172413793105
1777,lexus,nx,SUV - SMALL,2.0,4.0,AS6,Premium Gasoline,10.8,8.8,9.9,29,22.0,27.0,306.55172413793105
1778,lexus,nx,SUV - SMALL,2.5,4.0,AV6,Regular Gasoline,7.1,7.7,7.4,38,33.0,31.0,233.94736842105263
1779,lexus,rc,SUBCOMPACT,3.5,6.0,AS8,Premium Gasoline,12.3,8.5,10.6,27,19.0,28.0,329.25925925925924
1780,lexus,rc,SUBCOMPACT,3.5,6.0,AS6,Premium Gasoline,12.6,9.1,11.0,26,19.0,26.0,341.92307692307696
1781,lexus,rc,SUBCOMPACT,5.0,8.0,AS8,Premium Gasoline,15.2,9.5,12.6,22,15.0,25.0,404.0909090909091
1782,lexus,rx,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,13.3,9.8,11.7,24,18.0,24.0,370.41666666666663
1783,lexus,rx,SUV - SMALL,3.5,6.0,AS8,Regular Gasoline,12.7,9.1,11.1,25,19.0,26.0,355.6
1784,lexus,rx,SUV - SMALL,3.5,6.0,AV6,Premium Gasoline,8.0,8.5,8.2,34,29.0,28.0,261.4705882352941
1785,lincoln,mkc,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,12.4,9.0,10.9,26,19.0,26.0,341.92307692307696
1786,lincoln,mkc,SUV - SMALL,2.3,4.0,AS6,Regular Gasoline,12.9,9.2,11.2,25,18.0,26.0,355.6
1787,lincoln,mks,FULL-SIZE,3.5,6.0,AS6,Regular Gasoline,13.9,9.5,11.9,24,17.0,25.0,370.41666666666663
1788,lincoln,mks,FULL-SIZE,3.7,6.0,AS6,Regular Gasoline,13.1,9.0,11.2,25,18.0,26.0,355.6
1789,lincoln,mkt,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.6,10.4,12.8,22,16.0,23.0,404.0909090909091
1790,lincoln,mkt,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS6,Regular Gasoline,11.5,8.4,10.1,28,20.0,28.0,317.5
1791,lincoln,mkt,SPECIAL PURPOSE VEHICLE,3.7,6.0,A6,Regular Gasoline,14.1,10.0,12.2,23,17.0,24.0,386.52173913043475
1792,lincoln,mkx,SUV - SMALL,3.7,6.0,AS6,Regular Gasoline,13.7,10.3,12.1,23,17.0,23.0,386.52173913043475
1793,lincoln,mkz,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,10.5,7.0,8.9,32,22.0,34.0,277.8125
1794,lincoln,mkz,MID-SIZE,3.7,6.0,AS6,Regular Gasoline,13.1,9.2,11.3,25,18.0,26.0,355.6
1795,lincoln,mkz,MID-SIZE,2.0,4.0,AV,Regular Gasoline,5.7,6.0,5.8,49,41.0,39.0,181.42857142857142
1796,lincoln,navigator,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,16.2,11.8,14.2,20,15.0,20.0,444.5
1797,lincoln,navigator,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,16.1,12.3,14.4,20,15.0,19.0,444.5
1798,maserati,ghibli,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,15.2,9.6,12.7,22,15.0,25.0,404.0909090909091
1799,maserati,ghibli,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,15.6,9.5,12.8,22,15.0,25.0,404.0909090909091
1800,maserati,granturismo,SUBCOMPACT,4.7,8.0,AS6,Premium Gasoline,18.2,11.4,15.1,19,13.0,21.0,467.89473684210526
1801,maserati,granturismo,SUBCOMPACT,4.7,8.0,AS6,Premium Gasoline,18.2,11.6,15.2,19,13.0,20.0,467.89473684210526
1802,maserati,quattroporte,FULL-SIZE,3.8,8.0,AS8,Premium Gasoline,17.5,10.7,14.5,19,13.0,22.0,467.89473684210526
1803,maserati,quattroporte,FULL-SIZE,3.0,6.0,AS8,Premium Gasoline,15.7,9.7,13.0,22,15.0,24.0,404.0909090909091
1804,mazda,cx-5,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,8.9,7.3,8.2,34,26.0,32.0,261.4705882352941
1805,mazda,cx-5,SUV - SMALL,2.0,4.0,M6,Regular Gasoline,9.0,6.8,8.0,35,26.0,35.0,254.0
1806,mazda,cx-5,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,9.6,7.4,8.6,33,25.0,32.0,269.3939393939394
1807,mazda,cx-5,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,9.3,7.6,8.5,33,25.0,31.0,269.3939393939394
1808,mazda,cx-5,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,9.9,7.9,9.0,31,24.0,30.0,286.7741935483871
1809,mazda,cx-9,SUV - SMALL,3.7,6.0,AS6,Regular Gasoline,14.2,10.0,12.3,23,17.0,24.0,386.52173913043475
1810,mazda,cx-9,SUV - SMALL,3.7,6.0,AS6,Regular Gasoline,14.3,10.6,12.7,22,16.0,22.0,404.0909090909091
1811,mazda,mazda3,COMPACT,2.0,4.0,AS6,Regular Gasoline,7.9,5.7,6.9,41,30.0,41.0,216.82926829268294
1812,mazda,mazda3,COMPACT,2.0,4.0,M6,Regular Gasoline,8.0,5.8,7.0,40,29.0,41.0,222.25
1813,mazda,mazda3,COMPACT,2.5,4.0,AS6,Regular Gasoline,8.4,6.1,7.4,38,28.0,39.0,233.94736842105263
1814,mazda,mazda3,COMPACT,2.5,4.0,AS6,Regular Gasoline,8.2,5.9,7.2,39,29.0,40.0,227.94871794871793
1815,mazda,mazda3,COMPACT,2.5,4.0,M6,Regular Gasoline,9.3,6.4,8.0,35,25.0,37.0,254.0
1816,mazda,mazda3,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,8.0,5.9,7.0,40,29.0,40.0,222.25
1817,mazda,mazda3,MID-SIZE,2.0,4.0,M6,Regular Gasoline,8.2,5.9,7.1,40,29.0,40.0,222.25
1818,mazda,mazda3,MID-SIZE,2.5,4.0,AS6,Regular Gasoline,8.7,6.5,7.7,37,27.0,36.0,240.2702702702703
1819,mazda,mazda3,MID-SIZE,2.5,4.0,AS6,Regular Gasoline,8.2,6.0,7.2,39,29.0,39.0,227.94871794871793
1820,mazda,mazda3,MID-SIZE,2.5,4.0,M6,Regular Gasoline,9.2,6.6,8.1,35,26.0,36.0,254.0
